Sample_ID_Gt,SiO2_Gt,TiO2_Gt,Al2O3_Gt,Cr2O3_Gt,FeOt_Gt,MnO_Gt,MgO_Gt,CaO_Gt,Na2O_Gt,Ti_Gt,Ni_Gt,Zn_Gt,Ga_Gt,Sr_Gt,Y_Gt,Zr_Gt
Barkley Commonage,41.63,0.05,20.48,4.13,6.59,0.28,21.01,5.06,,219.97,38.85,,2.33,0.965,4.49,64
Dutoitspan,41.584,0.0205660049,19.764,4.779,6.669,0.181,21.202,5.383,0.015,123.29,38.85,9.047965,2.415,,4.241,80.082
173/033/K017/6,42.92,0.07,21.09,3.91,6.38,0.39,20.68,4.97,-0.99,419.639110365,38.85,10.99,2.59,,5.11,137.49
EAK806,42.01,0.06,20.37,4.82,6.46,0.4,21.78,4.96,0.04,359.690666027,38.88,0,3.88,,20.65,116.45
EAK806,42.27,0,20.5,4.68,6.37,0.21,21.82,4.86,0.02,0,38.88,0,3.88,,20.65,116.45
173/033/0004/281,41.29,0.16,20.5,3.93,6.81,0.36,21.84,4.3,0.03,959.175109406,38.9,12.98,2.28,,30.89,230.91
173/033/0004/234,42.29,0.09,22.38,3,5.88,0.3,22.34,4.25,0,539.535999041,38.91,21.91,4.46,,5.52,19.61
173/033/X086/1,41.93,0.21,21.21,4.14,6.41,0.38,21.71,4.88,0,1258.9173311,38.91,12.26,2.26,,3.65,81.61
173/033/0087/14,42.62,0.07,20.52,4.56,6.53,0.36,20.85,4.07,0,419.639110365,38.91,0,3.26,,1.95,42.86
173/033/K144/5,42.45,0.09,20.18,5.22,6.38,0.34,21.54,3.78,0,539.535999041,38.92,9.9,1.36,,1.64,90.54
173/033/0004/234,41.15,0.2,19.21,6.63,6.44,0.44,19.95,5.8,0,1198.96888676,38.93,9.16,2.81,,13.08,114.48
173/033/0087/14,42.45,0.09,21.34,4.27,6.59,0.32,21.69,3.92,0,539.535999041,38.94,0,2.98,,14.34,85.33
EAF044,41.61,0.05,20,5.3,6.86,0.33,20.83,5.27,0,299.742221689,38.95,0,2.81,,2.96,50.59
EAF045,42.72,0.05,21.44,4.34,6.81,0.37,20.3,4.98,0.05,299.742221689,38.95,0,3.36,,4.12,48.96
EAF047,41.81,0.08,19.95,5.06,6.73,0.38,19.59,5.26,0,479.587554703,38.97,0,3.46,,3.9,63.11
173/033/0004/281,40.62,0.16,18.72,6.26,6.98,0.42,20.28,5.41,0.05,959.175109406,38.98,13.26,2.12,,15.58,213.78
173/033/K144/5,41.92,0.13,19.8,5.12,7.34,0.41,19.98,5.24,0,779.329776392,38.99,11.37,3.33,,5.74,107.03
173/033/K069/10,41.54,0.26,17.9,7.17,6.61,0.37,19.63,6.05,0,1558.65955278,38.99,8.7,4.84,,4.06,71.43
PulsatorDump,42.384,0.145241467,20.968,4.198,6.689,0.253,21.094,5.226,0.05,870.7,39,15.40095,2.3,,13.4,91.8
173/034/K007/203,43.51,0.14,21.73,4.22,5.93,0.13,21.04,4.62,0,839.27822073,39,16.47,9.08,,13.53,27.58
173/034/K001/167,42.76,0.37,19.44,5.44,6.66,0.21,20.9,4.65,0,2218.0924405,39,14.66,4.46,,38.28,133.94
173/033/K144/5,42.36,0.1,20.43,5.14,6.24,0.31,21.97,3.84,0,599.484443379,39,10.98,1.39,,1.17,75.76
EAK090,40.63,0.01,20.28,4.94,6.69,0.38,20.92,5.12,0.08,59.9484443379,39.01,0,3.12,,2.15,16.86
EAK806,41.44,0.12,18.51,7.08,6.84,0.38,21.03,5.54,0.04,719.381332054,39.02,0,3.44,,21.08,165.13
EAK806,41.69,0,18.34,6.9,6.82,0.3,20.87,5.51,0.01,0,39.02,0,3.44,,21.08,165.13
Dutoitspan,40.866,0.14831043738,16.879,8.743,6.177,0.229,20.214,5.969,0.047,889.098,39.024,15.557333,5.147,,7.831,25.304
173/033/K054/6,42.25,0.13,19.02,6.62,6.67,0.39,20.08,5.44,0,779.329776392,39.05,5,2.51,,60.17,293.05
EAF044,41.8,0.21,21.89,2.33,12.52,0.5,17.35,4.63,0.07,1258.9173311,39.06,0,10.28,,23.21,48.18
EAK130,42.42,0.05,21.4,4.21,6.68,0.38,21.7,4.53,0,299.742221689,39.07,0,3.42,,16.37,77.67
EAK807,41.88,0.01,20.62,3.87,6.88,0.34,20.59,4.98,0.02,59.9484443379,39.08,0,4.62,,0.707,13.61
EAK807,42.39,0,20.62,3.96,6.78,0.24,21.13,4.92,0.02,0,39.08,0,4.62,,0.707,13.61
EAF045,42.19,0,21.02,4.32,6.32,0.33,20.24,5.09,0.01,0,39.09,0,2.71,,4.17,52.41
EAK130,41.56,0.07,19.94,4.98,6.92,0.32,21.09,5.27,0.03,419.639110365,39.09,0,3.27,,3.84,76.66
EAK807,42.59,0.01,21.04,4.01,6.85,0.36,20.96,5.06,0,59.9484443379,39.1,0,3.81,,0.746,17.66
EAK807,42.43,0,20.87,3.93,6.79,0.25,21.24,4.99,0.02,0,39.1,0,3.81,,0.746,17.66
BoshofRoad Dump,41.921,0.3168505907,20.157,4.383,7.68,0.281,20.371,5.139,0.046,1899.47,39.1,24.145495,8.73,,13.98,19.12
EAK090,42.03,0.04,20.09,4.96,6.47,0.37,21.02,5.24,0.12,239.793777351,39.11,0,3.06,,4.25,81.16
173/033/K054/6,42.63,0.13,20.5,4.59,6.9,0.3,20.83,4.86,0,779.329776392,39.11,2.52,3.28,,11.79,148.67
173/033/0004/284,41.07,0.03,19.86,5.01,6.4,0.33,20.78,5.44,0.04,179.845333014,39.12,19.78,2.4,,4.46,63.48
173/033/K061/73,42.44,0.14,18.84,5.83,6.12,0.29,20.42,5.29,0,839.27822073,39.14,0,2.99,,4.65,133.89
173/033/K061/73,42.71,0.21,19.31,5.99,5.77,0.38,22.9,4.12,0,1258.9173311,39.14,0,4.08,,4.74,27.63
173/033/0087/14,43.2,0.13,20.15,3.77,6.34,0.31,22.07,4.53,0,779.329776392,39.14,0,5.34,,7.81,71.31
173/033/0004/281,41.26,0.42,20.69,3.3,7.12,0.35,21.09,4.74,0.08,2517.83466219,39.14,15.72,6.44,,22.47,95.34
173/033/K017/6,42.33,0.24,17.61,7.63,6.26,0.38,20.19,6.2,-0.99,1438.76266411,39.14,7.74,0.32,,32.64,263.48
173/033/0004/234,42.16,0.12,19.96,5.41,6.26,0.37,21.67,5.17,0,719.381332054,39.15,8.98,2.34,,8.21,170.95
173/034/K001/167,42.23,0.45,19.22,6.74,6.41,0.16,20.88,5.1,0,2697.6799952,39.15,14.55,3.12,,48.56,128.01
173/034/K001/167,43.09,0.25,19.29,5.35,6.45,0.16,20.22,5.25,0,1498.71110845,39.16,14.43,4.78,,15.78,85.83
Kamfersdam,41.6,0.040001038,22.39,2.55,5.69,0.2,22.33,4.52,0.04,239.8,39.168,10.753,5.1792,,7.504,27.735
173/033/K017/6,41.64,0.08,19,6.09,6.19,0.34,20.84,5.3,-0.99,479.587554703,39.17,10.1,2.58,,18.2,235.83
EAK090,40.52,0.07,19.07,7.24,6.58,0.39,20.25,5.92,0.02,419.639110365,39.2,0,2.03,,16.33,163.95
PulsatorDump,42.321,0.030442825,20.866,4.325,6.373,0.233,21.638,4.763,0.01,182.5,39.2,9.55125,1.8,,2.6,53.6
Kamfersdam,42.07,0.0700018165,19.87,5.98,6.7,0.3,20.25,5.45,0.02,419.65,39.209,15.433,9.4415,,3.248,36.916
173/033/K017/6,41.57,0.65,18.87,6.02,6.39,0.41,19.98,5.77,-0.99,3896.64888196,39.21,12.19,6.68,,41.97,154.71
Dutoitspan,40.886,0.13610244753,16.677,9.232,5.665,0.158,20.558,5.75,0.035,815.913,39.231,14.9352605,2.636,,9.113,85.039
173/033/K061/73,42.32,0.07,19.17,6.72,6.09,0.4,21.21,4.39,0,419.639110365,39.24,0,2.12,,0.321,19.65
Dutoitspan,41.517,0.1270942071,18.125,7.681,5.631,0.071,22.827,3.211,0.08,761.91,39.256,14.476235,2.0197,,12.253,66.317
Barkley Commonage,41.41,0.01,19.42,4.45,6.6,0.3,21.77,5.09,,154.64,39.3,,2.336,0.87,6.95,92.98
EAF044,42.33,0.02,21.98,3.88,6.39,0.3,20.19,4.64,0,119.896888676,39.26,0,3.4,,2.091,33.05
BoshofRoad Dump,41.277,0.0995788976,18.683,6.598,7.31,0.19,19.293,5.906,0.012,596.96,39.29,13.07416,6.22,,5.85,72.33
EAK806,40.82,0.03,21.41,3.29,8.43,0.46,20.42,4.95,0.03,179.845333014,39.29,0,2.003,,19.17,102.72
EAK806,41.79,0,21.29,3.38,6.62,0.22,21.69,4.74,0.01,0,39.29,0,2.003,,19.17,102.72
PulsatorDump,42.843,0.002652279,21.612,3.596,6.192,0.269,23.115,2.89,0.007,15.9,39.3,8.13515,1.5,,0.26,19.8
173/033/0004/281,40.66,0.37,18.54,6.49,6.67,0.35,21.04,5.45,0.04,2218.0924405,39.31,14.17,6.64,,17.26,61.35
EAK806,41.36,0.01,20.74,4.12,6.3,0.33,21.95,4.63,0.03,59.9484443379,39.31,0,2.51,,3.64,61.08
EAK806,42.66,0,21.16,3.91,6.52,0.22,22.87,4.54,0.01,0,39.31,0,2.51,,3.64,61.08
EAK807,41.93,0.01,21.04,3.42,6.61,0.38,21.14,4.73,0.05,59.9484443379,39.31,0,3.05,,0.421,14.63
EAK807,42.52,0,21.04,3.29,6.6,0.23,21.03,4.66,0.02,0,39.31,0,3.05,,0.421,14.63
173/033/0087/14,42.5,0.09,17.63,6.68,6.9,0.34,19.88,5.75,0,539.535999041,39.31,0,3.31,,1.145,36.65
173/033/0087/5,42.51,0.18,19.36,6.43,6.69,0.34,19.53,4.77,0,1079.07199808,39.33,0,3.75,,36.41,146.09
173/033/K144/5,41.85,0.09,18,7.51,6.55,0.44,20.5,5.83,0,539.535999041,39.34,10.78,1.91,,3.59,121.01
173/033/0004/234,42.63,0.13,20.87,3.33,5.66,0.26,22.41,4.13,0,779.329776392,39.35,8.01,2.9,,5.4,67.64
EAK807,41.43,0.03,20.01,4.69,7.54,0.38,20.16,5.24,0.01,179.845333014,39.37,0,4.64,,2.29,51.37
EAK807,42.02,0,19.78,4.57,7.47,0.27,19.93,5.3,0.02,0,39.37,0,4.64,,2.29,51.37
173/033/0004/281,40.95,0.23,21.35,3.45,6.09,0.33,21.38,4.88,0.02,1378.81421977,39.37,12.97,5.45,,10.67,12.6
173/033/0004/234,40.98,0.09,20.64,4.41,7.2,0.44,20.58,5.02,0,539.535999041,39.37,5.78,3.72,,4.81,146.16
173/033/0004/234,41.29,0.15,19.45,6.38,6.33,0.37,20.56,5.29,0,899.226665068,39.39,9.15,2.93,,5.78,124.34
173/034/K007/203,42.6,0.24,20.29,5.64,6.26,0.1,20.23,5.08,0,1438.76266411,39.43,14.43,7.93,,21.93,124.02
173/033/K144/5,41.79,0.11,19.32,5.71,6.81,0.4,20.34,5.46,0,659.432887717,39.43,11.54,2.42,,29.35,93.93
173/033/0087/14,42.8,0.08,19.42,4.44,6.54,0.33,21.77,4.51,0,479.587554703,39.43,0,3.69,,3.82,40.53
EAK807,41.8,0.04,19.37,5.01,6.73,0.33,20.01,5.39,0.03,239.793777351,39.44,0,3.82,,1.508,20.29
EAK807,41.69,0,20.24,4.83,6.71,0.25,20.12,5.42,0.06,0,39.44,0,3.82,,1.508,20.29
173/033/0004/281,40.69,0.07,17.72,8.15,5.93,0.32,20.63,6.36,0.01,419.639110365,39.45,9.75,1.34,,2.51,26.92
EAK807,42.32,0.04,19.17,4.9,6.52,0.36,21.04,4.31,0,239.793777351,39.46,0,2.65,,6.35,80.68
EAK807,41.95,0,20.45,4.95,6.39,0.27,22.11,4.31,0.01,0,39.46,0,2.65,,6.35,80.68
EAF047,42.23,0.02,19.04,5.73,6.6,0.37,20.08,5.51,0.02,119.896888676,39.47,0,7.69,,15.29,175.76
EAF047,43.23,0.09,20.39,4.99,6.63,0.37,20.86,4.81,0,539.535999041,39.48,0,3.19,,7.75,130.54
173/033/0004/234,42.67,0.11,21.98,2.95,5.84,0.3,22.4,4.4,0,659.432887717,39.49,7.94,4.45,,5.94,29.91
173/033/0004/234,41.17,0.11,21.14,4.46,5.62,0.29,21.53,4.55,0,659.432887717,39.5,4.43,2.97,,3.02,28.21
173/033/0004/234,41.75,0.2,20.23,5.14,7.07,0.43,20.9,5.02,0,1198.96888676,39.53,9.77,4.04,,18.87,194.57
173/033/0004/289,40.52,0.14,16.07,10.21,5.96,0.34,19.73,6.18,0.04,839.27822073,39.54,13.09,5.71,,4.31,31.88
173/033/0004/284,41.68,0.02,19.98,4.97,6.5,0.35,21.18,5.43,0.02,119.896888676,39.54,13.18,2.45,,4.51,68.18
173/034/K001/167,43.09,0.33,19.01,4.23,10.15,0.26,18.33,4.98,0,1978.29866315,39.54,17.17,8.89,,11.88,48.33
EAF047,41.88,0.03,20.94,4.53,6.37,0.34,20.23,5.18,0.02,179.845333014,39.55,0,3.03,,0.812,31.86
EAF044,42.22,0.03,19.81,5.79,6.41,0.36,20.91,4.98,0,179.845333014,39.58,0,2.49,,3.27,79.86
173/033/0004/289,41.24,0.02,22.04,3.16,5.79,0.26,21.95,4.09,0.01,119.896888676,39.58,13.09,3.35,,5.69,52.17
173/033/X086/1,41.56,0.19,20.42,4.35,6.89,0.42,20.68,4.92,0,1139.02044242,39.58,13.75,2.35,,7.27,68.93
EAF047,42.35,0,19.4,5.98,6.07,0.35,20.62,4.9,0.04,0,39.59,0,2.88,,5,69.2
173/033/K061/73,43.14,0.11,20.25,4.83,6.14,0.32,21.62,4.99,0,659.432887717,39.6,0,2.63,,0.454,28.12
EAK130,41.73,0.03,20.11,4.33,6.85,0.33,21.45,5,0.01,179.845333014,39.62,0,3.43,,3.58,84.5
EAK130,41.78,0.02,20.23,4.71,6.55,0.35,21.66,4.9,0.05,119.896888676,39.65,0,3.21,,1.485,36.36
EAF047,42.17,0.02,20.28,5.24,6.13,0.32,21.14,4.9,0.01,119.896888676,39.66,0,2.96,,1.948,32.77
EAK806,42.27,0.03,21.1,4.2,6.38,0.33,22.05,4.76,0.05,179.845333014,39.66,0,2.6,,3.67,63.39
EAK806,41.29,0,20.49,4.11,6.26,0.19,22.46,4.81,0.03,0,39.66,0,2.6,,3.67,63.39
Barkley Commonage,41.43,0.08,18.59,5.67,7.14,0.35,20.39,5.65,,384.27,39.69,,6.97,0.565,2.98,9.78
EAK130,41.97,0.1,20.81,4.55,6.87,0.3,21.6,4.91,0.04,599.484443379,39.67,0,2.88,,2.9,71.33
173/033/0004/289,39.99,0.33,19.13,5.44,9.7,0.38,17.99,5.97,0.04,1978.29866315,39.67,13.31,8.24,,10.36,26.94
BoshofRoad Dump,41.76,0.0591024511,19.834,5.435,5.829,0.22,21.185,4.441,0.083,354.31,39.67,11.011635,3.17,,6.61,67.78
EAK807,41.97,0.04,20.25,4.41,6.26,0.37,21.37,4.85,0.01,239.793777351,39.68,0,2.82,,6.15,74.17
EAK807,42.23,0,20.83,4.33,6.22,0.2,21.24,4.88,0,0,39.68,0,2.82,,6.15,74.17
173/033/0004/234,42.63,0.09,21.82,2.71,5.86,0.3,21.65,4.32,0,539.535999041,39.68,9.13,4.37,,6.55,34.89
173/033/0004/281,41.78,0.13,18.43,6.79,6.05,0.32,21.26,4.93,0.04,779.329776392,39.7,11.1,4.98,,5.08,14.94
Wesselton,40.7,0.29975757,19.1,6.49,5.16,0.305,23,3.25,0.06,1797,39.7,23.2745,1.95,,8.95,113.9
AB0951a,40.7,0.29975757,19.1,6.49,5.16,0.305,23,3.25,0.06,1797,39.7,13,1.95,,8.95,113.9
173/033/K061/73,41.73,0.08,19.58,5.59,5.36,0.34,21.6,4.25,0,479.587554703,39.7,0,1.75,,0.313,79.23
EAF044,41.91,0,21.46,4.17,6.43,0.36,22.54,3.4,0,0,39.71,0,1.837,,0.593,11.95
EAF047,42.62,0.08,19.77,6.08,6.05,0.39,21.67,3.53,0,479.587554703,39.72,0,3.58,,4.71,47.56
173/033/0087/14,42.93,0.1,20.46,3.76,6.2,0.35,21.93,4.38,0,599.484443379,39.72,0,3.79,,0.794,20.64
173/033/0004/234,42.4,0.25,20.37,5.01,6.26,0.37,21.32,4.9,0,1498.71110845,39.72,9.19,6.6,,7.9,27.58
Dutoitspan,40.825,0.44971075226,16.812,8.994,6.208,0.283,20.149,5.918,0.075,2695.946,39.731,30.915541,3.33,,34.269,107.839
EAF047,42.25,0.01,19.77,6.04,6.42,0.36,19.69,5.55,0,59.9484443379,39.74,0,3.43,,2.231,18.5
EAK098,42.8,0.04,18.57,6.11,7.03,0.44,20.27,5.73,0.05,239.793777351,39.74,0,6.28,,2.52,40.14
173/033/0004/234,41.64,0.08,22.28,2.96,5.91,0.3,21.95,4.38,0,479.587554703,39.74,8.82,4.52,,6.3,34.19
173/033/K144/5,42.14,0.07,21.01,4.27,6.51,0.38,20.57,5.29,0,419.639110365,39.75,10.54,2.79,,0.56,9.97
173/033/0004/289,42.05,0.07,20.69,4.36,6.25,0.42,21.92,4.59,0.01,419.639110365,39.76,13.38,2.78,,3.71,87.32
EAF047,41.47,0.06,19.61,5.83,6.37,0.37,20.43,5.07,0.06,359.690666027,39.76,0,3.61,,3.24,81.68
EAK130,41.47,0.04,20.63,4.5,7.06,0.4,21.23,5.02,0,239.793777351,39.76,0,2.98,,5.01,47.38
EAK807,43.06,0.05,20.96,4.22,6.51,0.36,22.1,4.16,0.05,299.742221689,39.79,0,2.69,,5.96,90
EAK807,42.7,0,20.45,3.88,6.29,0.19,22.17,3.94,0.06,0,39.79,0,2.69,,5.96,90
Dutoitspan,41.59,0.06723493903,19.986,4.862,6.355,0.255,21.037,5.578,0.01,403.063,39.797,11.4260355,2.212,,7.48,182.415
Barkley Commonage,41.49,0.09,19.04,5.45,6.71,0.31,21.37,5.33,,453.25,39.76,,2.052,0.331,17.15,147.43
173/033/K144/5,42.07,0.12,20.69,4.54,6.84,0.42,20.44,5.43,0,719.381332054,39.81,11.63,2.9,,0.87,35.51
173/033/0004/284,42.07,0.04,21.73,2.63,6.98,0.26,21.71,4.28,0,239.793777351,39.81,17.36,4.92,,5.29,11.99
EAF045,42.2,0.03,21.49,4.29,6.64,0.37,20.24,5.04,0.04,179.845333014,39.82,0,3.08,,1.996,44.14
EAK807,42.26,0.02,19.19,4.66,7.59,0.39,19.87,5.28,0,119.896888676,39.82,0,4.47,,2.35,52.73
EAK807,41.95,0,20.14,4.44,7.75,0.25,20.82,5.35,0,0,39.82,0,4.47,,2.35,52.73
173/033/0087/14,41.89,0.08,19.33,5.21,6.25,0.35,22.13,4.14,0,479.587554703,39.83,0,2.75,,4.3,70.22
173/033/K017/6,41.79,0.18,20.3,4.41,6.74,0.44,20.7,5.08,-0.99,1079.07199808,39.83,14.71,4.43,,12.43,138.66
EAF047,41.52,0,20.41,5.4,6.31,0.38,20.48,4.69,0,0,39.85,0,2.27,,1.26,59.55
173/033/0004/234,42.07,0.15,20.24,5.68,5.35,0.33,22.52,4.56,0,899.226665068,39.86,11.18,2.33,,9.05,89.85
EAF047,42.29,0.17,21.17,3.99,6.43,0.35,20.04,4.9,0,1019.12355374,39.86,0,3.01,,15.6,131.87
EAF047,41.48,0.07,16.89,8.63,6.92,0.4,18.89,5.67,0.04,419.639110365,39.87,0,6.65,,8.32,118.51
173/033/X086/1,42.08,0.1,20.68,4.63,6.58,0.32,21.14,5.21,0,599.484443379,39.87,12.37,2.89,,1.66,39.83
Kamfersdam,40.64,0.0000016681,21.81,3.15,5.95,0.29,22.8,3.43,0.02,0.01,39.873,12.205,3.9478,,2.3411,10.955
173/033/0004/234,42.32,0.2,20.32,5.26,5.94,0.37,21.75,4.65,0,1198.96888676,39.88,9.07,3.63,,7.58,79.18
EAF044,40.7,0.15,19.1,6.44,7.36,0.5,19.52,5.6,0.02,899.226665068,39.89,0,3.52,,12.01,95.72
EAK807,41.81,0.02,20.66,4.05,6.94,0.36,20.89,5,0.02,119.896888676,39.9,0,3.88,,0.604,16.32
EAK807,42.15,0,21.05,3.88,6.8,0.24,21.04,4.97,0,0,39.9,0,3.88,,0.604,16.32
EAF045,42.45,0.03,21.38,4.51,6.84,0.38,20,5.13,0.07,179.845333014,39.92,0,3.77,,3.97,37.51
EAK806,41.34,0.01,20.77,3.98,6.29,0.32,21.92,4.28,0.06,59.9484443379,39.93,0,2.45,,6.8,107.03
EAK806,41.09,0,21.26,3.85,6.34,0.21,22.09,4.05,0.01,0,39.93,0,2.45,,6.8,107.03
173/033/K054/6,42.59,0.16,19.5,6.19,6.19,0.34,21.07,5,0,959.175109406,39.95,6.03,1.74,,25.67,191.41
EAK090,41.34,0.02,20.64,5.9,6.42,0.37,21.76,4.52,0.05,119.896888676,39.95,0,3.52,,3.25,23.72
BoshofRoad Dump,42.007,0.0199137778,20.639,4.452,6.377,0.249,21.125,4.99,0.012,119.38,39.96,9.01473,2.13,,2.46,69.89
Kamfersdam,40.95,0.180004671,19.85,6.2,6.1,0.32,22.5,3.42,0.03,1079.1,39.965,13.513,5.2083,,12.521,91.014
EAF044,40.87,0.09,18.9,6.97,6.86,0.42,20.37,5.97,0,539.535999041,39.99,0,5.68,,10.4,76
Wesselton,40.7,0.10909374,20,4.5,7.3,0.35,20.2,5.01,0.036,654,40,13.559,3.55,,8.51,115.7
AB0991,40.7,0.10909374,20,4.5,7.3,0.35,20.2,5.01,0.036,654,40,13,3.55,,8.51,115.7
173/033/K017/6,42.1,0.08,21.05,3.77,6.67,0.49,20.39,4.54,-0.99,479.587554703,40,17.26,1.64,,17.92,113.36
EAK807,41.93,0,19.77,4.57,7.61,0.38,19.78,5.24,0.06,0,40.01,0,4.72,,3.77,62.2
EAK807,41.66,0,19.92,4.82,7.63,0.27,19.75,5.24,0,0,40.01,0,4.72,,3.77,62.2
173/033/K061/73,41.71,0.21,21.9,1.53,10.64,0.35,18.73,4.47,0,1258.9173311,40.03,15.32,8.7,,5.69,22.62
173/033/0004/234,41.99,0.1,21.56,4.12,5.58,0.28,22.81,4.07,0,599.484443379,40.05,5.49,2.9,,2.06,47.59
EAF044,41.92,0,21.14,4.14,6.3,0.35,21.9,4.92,0,0,40.05,0,2.91,,1.408,39.38
EAK807,42.2,0.03,20.29,4.14,6.42,0.35,20.85,5.09,0,179.845333014,40.05,0,3.1,,0.529,8.58
EAK807,42.49,0,20.48,5.5,6.24,0.2,21.11,5.03,0,0,40.05,0,3.1,,0.529,8.58
173/033/K061/73,42.78,0.07,19.78,5.49,6.21,0.36,21.15,4.34,0,419.639110365,40.07,0,2.5,,0.337,16.67
Kamfersdam,40.97,0.0100002595,20.96,4.88,5.43,0.31,24.59,1.18,0.02,59.95,40.073,10.535,3.3676,,1.8071,0.01
Barkley Commonage,42.35,0.03,21.26,4.37,6.72,0.28,19.79,5.02,,188.36,40.15,,2.26,0.53,7.53,89.35
Barkley Commonage,41.09,0.02,19.62,5.13,6.26,0.29,20.73,5.12,,116.62,40.04,,2.96,0.623,1.477,42.5
173/033/0004/234,41.57,0.2,19.89,5.15,6.87,0.45,20.55,4.89,0,1198.96888676,40.11,8.85,4.15,,22.46,186.7
173/033/0004/289,41.18,0.25,17.9,6.92,7.93,0.32,20.14,4.98,0.05,1498.71110845,40.12,16.09,9.21,,5.41,33.35
EAF047,41.43,0.24,18.39,7.49,7.31,0.44,18.64,5.53,0.05,1438.76266411,40.12,0,4.17,,33.08,159.32
173/033/0004/234,41.71,0.15,18.99,7.08,6.16,0.42,21.15,5.73,0,899.226665068,40.13,8.46,2.93,,4.77,136.81
Dutoitspan,42.11,0.33680657143,21.571,2.025,7.799,0.291,20.964,4.714,0.061,2019.103,40.136,25.1623755,9.786,,19.181,14.701
173/034/K007/203,42.31,0.19,17.86,7.67,6.04,0.11,20.5,5.1,0,1139.02044242,40.14,12.64,8.15,,14.87,73.56
EAF045,42.23,0.13,20.71,4.98,6.47,0.36,19.97,5.09,0.05,779.329776392,40.16,0,25.89,,136.67,80.56
173/033/K144/5,41.23,0.17,19.6,5.86,6.67,0.36,20.41,4.96,0,1019.12355374,40.16,11.71,2.45,,16.63,184.4
173/033/K061/73,42.03,0.03,19.58,5.95,5.98,0.34,22.02,4.26,0,179.845333014,40.17,0,2.06,,0.143,9.02
EAF044,42.57,0.14,21.54,3.9,6.88,0.35,21.1,4.93,0,839.27822073,40.17,0,3.9,,5.35,106.94
EAF045,43.1,0.03,18.76,6.6,5.93,0.35,20.24,5.46,0.01,179.845333014,40.17,0,1.934,,9.4,223.77
EAK807,42.38,0.01,20.49,4.18,6.43,0.34,20.96,4.95,0.03,59.9484443379,40.17,0,4.64,,6.34,37.77
EAK807,41.57,0,20.38,4,6.56,0.22,21.02,5.19,0.09,0,40.17,0,4.64,,6.34,37.77
EAK807,42.51,0.03,20.95,3.91,6.59,0.37,21.43,5.06,0.02,179.845333014,40.19,0,3.06,,0.42,5.1
EAK807,42.74,0,21.07,3.66,6.44,0.2,21.13,5.09,0,0,40.19,0,3.06,,0.42,5.1
173/033/0004/234,40.87,0.17,18.78,6.57,6.28,0.32,20.74,5.44,0,1019.12355374,40.19,9.12,4.5,,11.69,168.92
173/033/0004/281,42.19,0.01,20.61,4.16,5.87,0.3,22.5,4.47,0.04,59.9484443379,40.2,12.89,3.06,,3.1,26.51
173/033/0004/234,41.33,0.37,21.35,3.23,5.57,0.31,22.4,4.04,0,2218.0924405,40.2,14.75,4.45,,12.07,87.11
173/033/0004/284,41.55,0.08,18.51,6.85,6.11,0.38,20.94,5.19,0.04,479.587554703,40.21,12.87,5.7,,3.07,10.8
EAK098,42.81,0,19.46,4.91,7.68,0.3,20.74,5.52,0.04,0,40.22,0,4.96,,1.976,53.51
EAK130,42.52,0,20.28,4.57,6.52,0.25,21.95,4.94,0.08,0,40.23,0,2.74,,1.7,61.91
173/033/K144/5,41.9,0.15,19.41,5.91,6.43,0.4,20.12,5.67,0,899.226665068,40.24,10.85,2.36,,15.52,86.38
173/033/K061/73,43.33,0.06,20.62,4.69,5.1,0.29,23.43,3.61,0,359.690666027,40.25,0,1.79,,0.619,79.87
173/033/0087/14,42.58,0.08,19.33,4.93,6.32,0.36,21.73,4.8,0,479.587554703,40.25,0,3.17,,2.38,32.2
EAF045,41.89,0.03,19.97,5.88,6.44,0.38,18.94,5.67,0,179.845333014,40.26,0,3.16,,1.109,49.45
173/033/0087/14,43.01,0.08,19.48,4.69,6.44,0.33,22.06,4.52,0,479.587554703,40.26,0,2.46,,1.13,36.99
173/033/0004/234,41.12,0.21,18.8,7.9,6.05,0.33,20.73,5.36,0,1258.9173311,40.26,10,2.37,,8.06,196.22
EAF047,41.11,0.02,19.75,6.36,6.91,0.4,19.13,5.64,0,119.896888676,40.27,0,3.28,,2.081,64.4
Kamfersdam,40.98,0.0300007785,21.07,4.25,5.92,0.26,23.14,2.95,0.03,179.85,40.288,13.874,6.1144,,1.1447,4.3841
Kamfersdam,40.44,0.1300033735,18.45,7.66,5.98,0.34,20.5,6.07,0.03,779.35,40.294,10.979,7.3254,,5.3792,12.476
173/033/0004/281,40.63,0.05,18.09,6.83,6.99,0.41,19.86,6.29,0.05,299.742221689,40.31,13.49,1.72,,2.92,63.83
173/033/0004/289,41.86,0.07,20.21,4.99,6.85,0.35,21.22,4.9,0.01,419.639110365,40.32,15.96,4.04,,9.61,117.69
173/033/K061/73,42.15,0.04,20.2,4.7,6.46,0.38,21.42,4.86,0,239.793777351,40.32,0,1.96,,3.31,67.73
173/033/K061/73,42.69,0.05,19.22,6.6,6.08,0.35,21.65,4.5,0,299.742221689,40.32,0,1.94,,0.223,40.03
EAK807,41.76,0.03,19.93,4.69,7.66,0.39,20.26,5.37,0.01,179.845333014,40.34,0,4.84,,2.161,43.66
EAK807,42.3,0,20.2,4.58,7.48,0.26,20.43,5.43,0,0,40.34,0,4.84,,2.161,43.66
