,Data Source,Unnamed: 1,T (C),P (kbar),T_K,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,Cr2O3_Liq,P2O5_Liq,H2O_Liq,Unnamed: 17,SiO2_Amp,TiO2_Amp,Al2O3_Amp,FeOt_Amp,MnO_Amp,MgO_Amp,CaO_Amp,Na2O_Amp,K2O_Amp,Cr2O3_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
44,Cota et al. 2004,Calib data,800,2.0,1073.15,75.3,0.19,14.33,0.83,0.09,0.36,1.57,3.96,3.88,,,6.1,,48.71,0.87,8.77,9.25,0.4,15.29,11.43,1.42,0.56,,0.8106983556354437,0.3793668122270742,0.1287475990312613,0.20381961161932274,0.17202655917458637,0.04582197195824392,0.011890227719093371,0.005638806264713761,0.010888883326240958,0.0,0.0,0.0,6.991713705935772,3.2717768849378843,1.110359169345572,1.7578034569717853,1.4836103258445317,0.39518287800441154,0.1025450064532584,0.04863081166016866,0.09390910227607462,0.0,0.0,0.0,1.50736701565932,6.991713705935772,1.008286294064228,0.0,0.0,0.33180925933053373,3.2717768849378843,0.7785499100150384,0.04863081166016866,1.7578034569717853,0.2421965430282147,0.15298633497619685,0.1025450064532584,0.4753240317803036,0.09390910227607462,45.668190740669466,96.7,1.971172251246803,0.33180925933053373,0.7785499100150384,3.0719532444589523,6.485817262069897,-0.0,98.97894275777566,,,True,0.8077809644927458,0.7466169111157065,0.2421965430282147,2.0,0.2555313414294552,N/A,Mg-Hornblende
45,Cota et al. 2004,Calib data,825,2.0,1098.15,74.6,0.29,15.47,1.54,0.05,0.42,0.96,3.67,3.46,,,5.9,,47.1,1.58,9.48,11.7,0.31,13.44,10.06,1.65,0.62,,0.7839025364489715,0.333465660976578,0.1628483144503521,0.1793897894042333,0.18595345279077297,0.05324384065570596,0.013164180688996233,0.004370074855153164,0.01977521339708128,0.0,0.0,0.0,6.837971331151052,2.908816496513032,1.4205236668605505,1.5648147314385203,1.6220694792899526,0.4644453092515184,0.11483097191803537,0.038120104458249364,0.17249892172716344,0.0,0.0,0.0,1.490315252918909,6.837971331151052,1.162028668848948,0.0,0.0,0.6480842709070203,2.908816496513032,0.7724393959535303,0.038120104458249364,1.5648147314385203,0.43518526856147965,0.029260040690038736,0.11483097191803537,0.46004081044100453,0.17249892172716344,45.35191572909298,95.94000000000001,1.9488737922785733,0.6480842709070203,0.7724393959535303,5.932212778708853,6.362119226517256,-0.0,98.4832057975047,,Recalc Total<98.5,False,0.7901696001263387,0.6718844874149076,0.43518526856147965,2.0,0.1440910126080741,N/A,Mg-Hornblende
46,Cota et al. 2004,Calib data,825,2.0,1098.15,74.0,0.31,15.12,1.5,0.08,0.47,1.92,3.71,3.37,,,5.9,,46.5,1.69,8.33,11.93,0.45,14.64,10.76,1.42,0.35,,0.7739165168763731,0.3632393807066296,0.16604960610194025,0.19187218031705272,0.16339580820117497,0.04582197195824392,0.007431392324433356,0.00634365704780298,0.021151968760169216,0.0,0.0,0.0,6.733776414079485,3.1605124340018,1.4447823463561613,1.6694621889603192,1.4216918949673827,0.3986927624498852,0.0646598609369573,0.05519557636515524,0.1840413342300149,0.0,0.0,0.0,1.4940969376940902,6.733776414079485,1.2662235859205149,0.0,0.0,0.9403956071061472,3.1605124340018,0.5043867392500141,0.05519557636515524,1.6694621889603192,0.33053781103968083,0.06815495141020439,0.0646598609369573,0.15546830904686781,0.1840413342300149,45.05960439289385,96.07,1.9538190723691948,0.9403956071061472,0.5043867392500141,8.629715132650478,4.164872179140885,-0.0,98.88840638416055,,,True,0.8623736382896235,0.6862779875637275,0.33053781103968083,2.0,0.1328148123471617,N/A,Mg-Hornblende
47,Cota et al. 2004,Calib data,850,2.0,1123.15,73.1,0.2,15.78,0.92,0.05,0.59,2.2,4.31,3.44,,,6.0,,45.3,1.6,9.09,10.09,0.3,15.8,11.2,1.81,0.47,,0.7539444777311762,0.3920206431123462,0.1404392728892353,0.19971825460511064,0.17830346897343102,0.058406879749592605,0.009979298264239078,0.00422910469853532,0.02002553255400636,0.0,0.0,0.0,6.58262260518781,3.4226975901688284,1.2261628802677451,1.7437224308459087,1.5567518300285266,0.5099453053826065,0.08712837122405956,0.0369239393755605,0.17484115497153108,0.0,0.0,0.0,1.4889624999587303,6.58262260518781,1.4173773948121902,0.0,0.0,0.8438021113543002,3.4226975901688284,0.38236076891344495,0.0369239393755605,1.7437224308459087,0.2562775691540913,0.25366773622851524,0.08712837122405956,0.1393744352163364,0.17484115497153108,45.1561978886457,95.66,1.9471048076383397,0.8438021113543002,0.38236076891344495,7.71669722204385,3.146417348316907,-0.0,98.38021937799908,,Recalc Total<98.5,False,0.8995125086581682,0.7362444220330415,0.2562775691540913,2.0,0.3407961074525748,N/A,Mg-Hornblende
48,Cota et al. 2004,Calib data,850,2.0,1123.15,73.9,0.27,15.6,0.96,0.03,0.55,2.19,3.62,3.4,,,6.0,,46.6,1.44,9.76,8.65,0.3,15.4,11.21,1.81,0.49,,0.7755808534718062,0.38209606986899564,0.12039640341842274,0.1998965744752938,0.191445748864762,0.058406879749592605,0.0104039492542067,0.00422910469853532,0.01802297929860572,0.0,0.0,0.0,6.758778670646908,3.329766014217958,1.049191247829865,1.7419933690357794,1.6683488745512396,0.5089851964543572,0.09066493840720016,0.03685442014774054,0.15706077260628928,0.0,0.0,0.0,1.4917711596211276,6.758778670646908,1.2412213293530918,0.0,0.0,0.4163353660092497,3.329766014217958,0.6328558818206154,0.03685442014774054,1.7419933690357794,0.2580066309642206,0.25097856549013664,0.09066493840720016,0.4271275451981478,0.15706077260628928,45.58366463399075,95.66000000000001,1.9507776702737822,0.4163353660092497,0.6328558818206154,3.8146316099044713,5.2175457897414805,-0.0,97.99295506991973,,Recalc Total<98.5,False,0.8402936494008474,0.7604015784937782,0.2580066309642206,2.0,0.3416435038973368,N/A,Mg-Hornblende
49,Cota et al. 2004,Calib data,850,2.0,1123.15,76.2,0.21,13.87,0.86,0.04,0.41,1.43,3.12,3.89,,,3.3,,48.9,1.1,8.11,5.88,0.3,18.54,11.49,1.6,0.51,,0.8138605951667665,0.4600039698292973,0.081841717005818,0.20488953084042155,0.15908043271446926,0.05163039093886639,0.01082860024417432,0.00422910469853532,0.013767553630879373,0.0,0.0,0.0,6.902598190469842,3.901432983251909,0.6941243882111624,1.7377301631559074,1.3492093283728184,0.4378929821449874,0.09184063818133746,0.0358683177595492,0.1167667919347191,0.0,0.0,0.0,1.5327833730457656,6.902598190469842,1.097401809530158,0.0,0.0,0.6068667601799262,3.901432983251909,0.08725762803123616,0.0358683177595492,1.7377301631559074,0.26226983684409255,0.17562314530089485,0.09184063818133746,0.2518075188426603,0.1167667919347191,45.393133239820074,96.43,2.0044090262906167,0.6068667601799262,0.08725762803123616,5.71322363091756,0.7391684567458016,-0.0,99.00680111395398,,,True,0.9781237412136196,0.8489575187285332,0.26226983684409255,2.0,0.2674637834822323,N/A,Mg-Hornblende
50,Dalpe and Baker (2000),Calib data,1075,25.0,1348.15,34.18,4.46,14.75,8.35,0.1,10.24,11.34,1.56,1.26,,0.04,13.719999999999985,,40.9,1.79,15.93,4.67,,17.27,12.23,1.8,2.77,,0.6807136675321216,0.4284934497816594,0.06500013918659354,0.2180852012339735,0.31247241592373554,0.05808418980622469,0.058814162110515426,0.0,0.022403564544794613,0.0,0.0,0.0,5.8640089964102655,3.691257520261192,0.5599438047718026,1.8786953208334358,2.6917941353371915,0.5003663475830393,0.5066546951859457,0.0,0.19299554321954956,0.0,0.0,0.0,1.5090832369689045,5.8640089964102655,2.1359910035897345,0.0,0.0,0.42978510096732236,3.691257520261192,0.13015870380448025,0.0,1.8786953208334358,0.12130467916656418,0.37906166841647515,0.5066546951859457,0.555803131747457,0.19299554321954956,45.57021489903268,97.36,1.9734165406516444,0.42978510096732236,0.13015870380448025,3.983562574545036,1.085539551624542,-0.0,99.7325186668212,,,True,0.9659396683918398,0.868285747495749,0.12130467916656418,2.0,0.8857163636024209,N/A,Pargasite
51,Dalpe and Baker (2000),Calib data,1050,25.0,1323.15,34.14,4.15,14.1,3.28,0.08,11.33,10.04,1.22,1.23,,,20.429999999999993,,41.28,2.13,16.05,5.03,,16.99,11.21,2.14,2.22,,0.6870381465947674,0.42154624851131395,0.07001085655429669,0.1998965744752938,0.3148262570983023,0.0690556478807338,0.047136259886405865,0.0,0.026658990212520963,0.0,0.0,0.0,5.875672973751627,3.605138829394919,0.5987453531716547,1.709551217805638,2.6924503965730233,0.5905762379407692,0.4031177157643975,0.0,0.2279924471087754,0.0,0.0,0.0,1.5200804989712013,5.875672973751627,2.1243270262483733,0.0,0.0,0.687422372389733,3.605138829394919,-0.08867701921807836,0.0,1.709551217805638,0.290448782194362,0.3001274557464072,0.4031177157643975,0.56812337032465,0.2279924471087754,45.31257762761027,97.05,1.9877975755777249,0.687422372389733,-0.08867701921807836,6.417964969740426,-0.7449667948221339,-0.0,99.68079575049602,,unbalanced charge (Fe2<0),False,1.0252176830021136,0.8575732995560058,0.290448782194362,2.0,0.7032451715108047,N/A,Mg-hastingsite
52,Dalpe and Baker (2000),Calib data,1000,25.0,1273.15,47.07,1.65,16.37,8.46,0.18,3.29,7.14,1.35,0.77,,0.51,13.20999999999998,,41.6,1.66,14.54,11.94,0.15,13.59,10.11,2.77,1.08,,0.6923640237001532,0.33718737594283443,0.16618879269548756,0.18028138875514899,0.2852070889850041,0.08938511431291243,0.022931153458251502,0.00211455234926766,0.020776490024781595,0.0,0.0,0.0,5.98517285154141,2.914831879320095,1.4366267111276765,1.5584508100940802,2.4654858826106048,0.7726937582032121,0.19822941752429252,0.01827934566323006,0.17960332973698417,0.0,0.0,0.0,1.5038383236975283,5.98517285154141,2.01482714845859,0.0,0.0,1.1171369589169373,2.914831879320095,0.31948975221073916,0.01827934566323006,1.5584508100940802,0.44154918990591985,0.3311445682972922,0.19822941752429252,0.45065873415201496,0.17960332973698417,44.88286304108306,97.44,1.9665578079121526,1.1171369589169373,0.31948975221073916,10.318454673472157,2.655322786252443,-0.0,100.44033526763675,,,True,0.9012189297761577,0.6698516873672362,0.44154918990591985,2.0,0.5293739858215847,N/A,Mg-hastingsite
53,Dalpe and Baker (2000),Calib data,1100,15.0,1373.15,37.11,4.07,14.34,8.51,0.15,7.67,12.89,1.55,1.21,,0.14,12.36,,40.65,3.56,15.46,4.98,,16.29,11.86,2.0,1.83,,0.676552826043539,0.40417824533545055,0.06931492358656015,0.2114873660371975,0.3032532046566825,0.06453798867358299,0.03885556558203727,0.0,0.04455680993266415,0.0,0.0,0.0,5.8718506201270895,3.5078920509336764,0.60158920542239,1.8355140553867804,2.6319563665591366,0.5601298438598878,0.3372302473297062,0.0,0.38671175695770704,0.0,0.0,0.0,1.4978560095548963,5.8718506201270895,2.1281493798729105,0.0,0.0,0.28253067730810955,3.5078920509336764,0.3190585281142805,0.0,1.8355140553867804,0.16448594461321964,0.3956438992466682,0.3372302473297062,0.503806986686226,0.38671175695770704,45.71746932269189,96.63,1.9587347817256338,0.28253067730810955,0.3190585281142805,2.5992183795387636,2.641190127228936,-0.0,98.84914328849334,,,True,0.9166285214496672,0.8536094538715994,0.16448594461321964,2.0,0.7328741465763744,N/A,Pargasite
54,Dalpe and Baker (2000),Calib data,1100,15.0,1373.15,36.59,3.86,16.75,8.55,0.13,9.35,12.44,1.62,1.39,,0.07,9.250000000000014,,40.23,3.78,16.18,5.15,,16.27,12.08,1.86,2.21,,0.6695626123427201,0.403682016673283,0.07168109567686441,0.21541040318122648,0.31737625170408296,0.06002032946643218,0.046923934391422055,0.0,0.04731032065884002,0.0,0.0,0.0,5.765926773007519,3.476300654802321,0.6172805068007465,1.8550029347385826,2.7330800631392833,0.5168640216997267,0.4040846436387652,0.0,0.40741200225013174,0.0,0.0,0.0,1.5096122970557904,5.765926773007519,2.2340732269924812,0.0,0.0,0.2892878515297497,3.476300654802321,0.32799265527099686,0.0,1.8550029347385826,0.14499706526141742,0.37186695643830925,0.4040846436387652,0.4990068361468021,0.40741200225013174,45.71071214847025,97.75999999999999,1.9741083884575719,0.2892878515297497,0.32799265527099686,2.6822713664386773,2.736457989577959,-0.0,100.00283774447419,,,True,0.9137835522822304,0.8492077028811086,0.14499706526141742,2.0,0.7759516000770744,N/A,Pargasite
55,Dalpe and Baker (2000),Calib data,1050,15.0,1323.15,37.98,4.81,15.36,8.54,0.14,8.67,12.63,1.45,1.4,,0.05,8.969999999999999,,40.23,3.19,15.41,5.79,,16.4,12.5,1.86,2.38,,0.6695626123427201,0.40690750297737194,0.08058903766389221,0.22289983772891814,0.302272437500613,0.06002032946643218,0.05053346780614682,0.0,0.03992590552955018,0.0,0.0,0.0,5.80574983523259,3.528278199554801,0.6987842264693355,1.9327553126661787,2.6209918562720924,0.5204338048253824,0.4381736180918916,0.0,0.34619588247118194,0.0,0.0,0.0,1.4992574960141474,5.80574983523259,2.1942501647674097,0.0,0.0,0.2509986600707279,3.528278199554801,0.44778556639860756,0.0,1.9327553126661787,0.06724468733382127,0.4531891174915611,0.4381736180918916,0.42674169150468266,0.34619588247118194,45.74900133992927,97.76,1.9605674947877314,0.2509986600707279,0.44778556639860756,2.3112915124886055,3.710270397126246,-0.0,99.95212940440258,,,True,0.8873796818267993,0.8346879804359565,0.06724468733382127,2.0,0.8913627355834527,N/A,Pargasite
56,Dalpe and Baker (2000),Calib data,1040,15.0,1313.15,35.92,2.115,11.64,10.45,0.25,7.14,11.06,3.56,1.63,,2.25,13.985,,43.42,2.59,11.89,8.06,0.12,16.73,10.67,3.05,1.15,,0.7226549497370348,0.41509527590313616,0.11218439439913147,0.19026730148540452,0.23322642971332178,0.09842043272721406,0.02441743192313817,0.0016916418794141281,0.03241633082179779,0.0,0.0,0.0,6.191726191962959,3.55654699785117,0.9611987759626733,1.6302151317305469,1.9982900470542178,0.8432687984260954,0.20920918459630264,0.01449403112232377,0.2777439560466562,0.0,0.0,0.0,1.517269022453836,6.191726191962959,1.8082738080370406,0.0,0.0,0.7498614104430459,3.55654699785117,0.21133736551962745,0.01449403112232377,1.6302151317305469,0.3697848682694531,0.47348393015664225,0.20920918459630264,0.19001623901717712,0.2777439560466562,45.250138589556954,97.68000000000002,1.9841210293627087,0.7498614104430459,0.21133736551962745,6.98796446737083,1.7721403820788315,-0.0,100.36422587881239,,,True,0.9439108674421839,0.7872392949744851,0.3697848682694531,2.0,0.6826931147529449,N/A,Mg-hastingsite
57,Dalpe and Baker (2000),Calib data,1000,15.0,1273.15,45.3,2.25,16.49,9.47,0.18,6.08,7.52,1.7,0.87,,0.26,9.879999999999995,,42.25,2.17,13.72,8.8,0.11,15.95,10.75,2.74,1.06,,0.703182211570468,0.3957423580786026,0.12248420232163239,0.1916938604468696,0.26912250762546464,0.0884170444828087,0.02250650246828388,0.0015506717227962842,0.027159628526371122,0.0,0.0,0.0,6.017060664800073,3.3863282332922857,1.0480852099527997,1.640305412166907,2.302854691146099,0.7565759083512767,0.19258591653177157,0.01326894462591258,0.2324022561828311,0.0,0.0,0.0,1.519241579845335,6.017060664800073,1.9829393351999274,0.0,0.0,0.9684468176712286,3.3863282332922857,0.0796383922815711,0.01326894462591258,1.640305412166907,0.35969458783309305,0.3968813205181837,0.19258591653177157,0.3199153559461716,0.2324022561828311,45.03155318232877,97.55,1.9867005274900533,0.9684468176712286,0.0796383922815711,9.036696714613921,0.6686649572217387,-0.0,100.44206219932572,,,True,0.9770227469318504,0.7636473857553041,0.35969458783309305,2.0,0.5894672370499553,N/A,Mg-hastingsite
58,"Freise et al., 2009",Calib data,960,5.003,1233.15,55.65,1.48,18.11,9.88,0.2,2.38,8.67,2.4,1.22,,,6.93,,40.13,4.0,13.61,13.89,0.14,11.13,11.6,2.46,0.71,,0.6678982757472871,0.2761512504962287,0.19333017843721292,0.206851049412436,0.2669648198821118,0.07938172606850707,0.015075110143850523,0.0019735821926498164,0.0500638313850159,0.0,0.0,0.0,5.9618135581938665,2.464989548713166,1.7257096190664891,1.846400021820538,2.3829893571040897,0.708579536634594,0.13456389889061485,0.0176166483753607,0.4468812685470266,0.0,0.0,0.0,1.4563819381405063,5.9618135581938665,2.0381864418061335,0.0,0.0,0.26367751024784525,2.464989548713166,1.4620321088186439,0.0176166483753607,1.846400021820538,0.15359997817946192,0.5549795584551321,0.13456389889061485,0.34480291529795615,0.4468812685470266,45.736322489752155,97.66999999999997,1.9044994575683545,0.26367751024784525,1.4620321088186439,2.358606363904415,11.76769588992396,-0.0,99.81080171139669,,,True,0.6276995045304761,0.5882048436369112,0.15359997817946192,2.0,0.689543457345747,N/A,Pargasite
59,"Freise et al., 2009",Calib data,960,5.003,1233.15,57.36,1.19,17.65,9.72,0.15,1.99,7.07,3.1,1.76,,,3.82,,40.12,5.32,12.87,16.01,0.19,10.4,10.57,2.28,0.7,,0.6677318420877437,0.2580389043271139,0.22283773626924255,0.18848410278357317,0.2524494659722835,0.0735733070878846,0.014862784648866713,0.002678432975739036,0.06658489574207115,0.0,0.0,0.0,5.903821212900461,2.281478074127581,1.9702432496070725,1.6665019910222356,2.2320584678612816,0.6505061219345223,0.13141087149356007,0.02368164646762841,0.5887173490359756,0.0,0.0,0.0,1.4703212773741938,5.903821212900461,2.0961787870995394,0.0,0.0,0.6679434327932938,2.281478074127581,1.3022998168137787,0.02368164646762841,1.6665019910222356,0.3334980089777644,0.3170081129567579,0.13141087149356007,0.13587968076174217,0.5887173490359756,45.332056567206706,98.46,1.922727824258561,0.6679434327932938,1.3022998168137787,6.031967859829501,10.582358331310969,-0.0,100.98705401539902,,,True,0.6366125757666025,0.5366010376530421,0.3334980089777644,2.0,0.44841898445031797,N/A,kaersutite
60,"Freise et al., 2009",Calib data,960,5.003,1233.15,57.09,0.98,19.01,6.93,0.04,1.76,7.8,4.33,2.06,,,2.4,,40.53,4.49,12.8,16.92,0.16,9.71,10.36,2.27,0.94,,0.6745556221290193,0.24091901548233427,0.23550371628204772,0.18473938550972735,0.2510763919537863,0.0732506171445167,0.019958596528478156,0.0022555225058855043,0.056196650729680345,0.0,0.0,0.0,6.004232484694159,2.144424761258448,2.0962230795793655,1.6443688011657944,2.2348357633588734,0.6520051431709523,0.17765184914917523,0.02007644893248887,0.5002074621766653,0.0,0.0,0.0,1.4605069190827535,6.004232484694159,1.9957675153058414,0.0,0.0,0.6378897482477512,2.144424761258448,1.4583333313316142,0.02007644893248887,1.6443688011657944,0.3556311988342056,0.2963739443367467,0.17765184914917523,0.23906824805303195,0.5002074621766653,45.36211025175225,98.18,1.9098936634159085,0.6378897482477512,1.4583333313316142,5.722111732678875,11.771170829338583,-0.0,100.66317622543338,,,True,0.5952175267245872,0.5056832922100836,0.3556311988342056,2.0,0.4740257934859219,N/A,kaersutite
61,"Freise et al., 2009",Calib data,1000,5.0,1273.15,57.08,1.23,19.35,5.03,0.12,3.43,8.3,4.01,1.45,,,5.76,,40.07,2.37,13.66,9.63,0.11,14.73,11.42,2.44,0.62,,0.6668996737900272,0.3654724096863835,0.13403668958605908,0.2036412917491396,0.2679455870381813,0.07873634618177125,0.013164180688996233,0.0015506717227962842,0.02966282009562192,0.0,0.0,0.0,5.915588110040712,3.2418433030594,1.1889432224766008,1.806355665670677,2.3767528926997157,0.69841358694019,0.11676999378286124,0.013754895326037003,0.2631175763975336,0.0,0.0,0.0,1.4655678519190694,5.915588110040712,2.084411889959288,0.0,0.0,0.8379408223593927,3.2418433030594,0.35100240011720807,0.013754895326037003,1.806355665670677,0.19364433432932304,0.5047692526108669,0.11676999378286124,0.29234100274042785,0.2631175763975336,45.16205917764061,95.05,1.916511806355706,0.8379408223593927,0.35100240011720807,7.542691949930419,2.842989513063344,-0.0,97.72219326934946,,Recalc Total<98.5,False,0.9023051839362681,0.7316631673351105,0.19364433432932304,2.0,0.6215392463937282,N/A,Mg-hastingsite
62,"Freise et al., 2009",Calib data,1000,5.0,1273.15,60.09,1.04,19.07,4.57,0.17,2.59,6.36,4.16,1.96,,,2.52,,41.93,2.58,13.2,10.17,0.14,14.41,11.02,2.43,0.73,,0.6978563344650822,0.357532751091703,0.14155276563761376,0.19650849694181421,0.25892252920234204,0.07841365623840334,0.015499761133818143,0.0019735821926498164,0.032291171243335255,0.0,0.0,0.0,6.088151786356831,3.1191429377917865,1.234917103161308,1.7143550865775852,2.2588598553018393,0.6840867062825129,0.13522109605452143,0.017217681288102162,0.2817106361001336,0.0,0.0,0.0,1.490129133832726,6.088151786356831,1.911848213643169,0.0,0.0,0.753397324292024,3.1191429377917865,0.481519778869284,0.017217681288102162,1.7143550865775852,0.2856449134224148,0.39844179286009807,0.13522109605452143,0.3470116416586704,0.2817106361001336,45.246602675707976,96.61,1.9486304057812573,0.753397324292024,0.481519778869284,6.895330255394711,3.965493828342381,-0.0,99.24945448951834,,,True,0.8662691241139625,0.7163757294235686,0.2856449134224148,2.0,0.5336628889146195,N/A,Mg-hastingsite
63,"Freise et al., 2009",Calib data,950,5.0,1223.15,59.11,0.86,19.77,4.09,0.17,2.54,8.31,3.61,1.53,,,9.19,,41.08,2.15,13.28,9.96,0.12,14.84,12.31,2.22,0.66,,0.6837094734039011,0.36820166732830484,0.1386298471731203,0.21951176019543858,0.2604917566520532,0.07163716742767712,0.014013482668931473,0.0016916418794141281,0.026909309369446043,0.0,0.0,0.0,6.007042945455225,3.2350045074228824,1.217996061024122,1.9286211787612548,2.2886697201306134,0.6294011681400338,0.1231218748345978,0.014862695067511809,0.23642407089964526,0.0,0.0,0.0,1.4796336958062395,6.007042945455225,1.9929570545447746,0.0,0.0,0.6146308466625072,3.2350045074228824,0.6033652143616148,0.014862695067511809,1.9286211787612548,0.07137882123874517,0.5580223469012886,0.1231218748345978,0.29571266558583886,0.23642407089964526,45.38536915333749,96.62,1.9349056022081592,0.6146308466625072,0.6033652143616148,5.585674937793855,4.933938398773416,-0.0,99.11451893877543,,,True,0.8428069055106281,0.7264774521578601,0.07137882123874517,2.0,0.6811442217358864,N/A,Mg-hastingsite
64,"Freise et al., 2009",Calib data,950,5.0,1223.15,62.67,0.71,18.64,3.65,0.16,1.87,6.06,4.22,2.02,,,6.56,,41.46,2.25,13.57,10.36,0.18,14.69,12.12,2.35,0.65,,0.6900339524665469,0.3644799523620484,0.14419731091501264,0.216123682661959,0.26618020615725624,0.07583213669146001,0.013801157173947663,0.002537462819121192,0.028160905154071443,0.0,0.0,0.0,5.997929006201967,3.1681410322449683,1.253395185355619,1.8785952495985303,2.3136977154248464,0.6591498442042691,0.11996273608983928,0.022056192728724985,0.24478086804387536,0.0,0.0,0.0,1.4955897898740567,5.997929006201967,2.002070993798033,0.0,0.0,0.6645794565922927,3.1681410322449683,0.5888157287633262,0.022056192728724985,1.8785952495985303,0.1214047504014697,0.5377450938027994,0.11996273608983928,0.3116267216268134,0.24478086804387536,45.33542054340771,97.63000000000001,1.9557712636814588,0.6645794565922927,0.5888157287633262,6.104730502119873,4.866885577079429,-0.0,100.19738734288077,,,True,0.8432732218602114,0.7165249533937342,0.1214047504014697,2.0,0.6577078298926388,N/A,Mg-hastingsite
65,"Freise et al., 2009",Calib data,950,5.0,1223.15,65.1,0.64,17.19,3.96,0.13,1.95,4.56,3.56,2.91,,,3.42,,42.97,2.08,12.3,10.17,0.32,15.09,11.85,2.13,0.7,,0.715165435057586,0.37440452560539894,0.14155276563761376,0.21130904616701437,0.2412687203930915,0.06873295793736588,0.014862784648866713,0.004511045011771009,0.026033192320208266,0.0,0.0,0.0,6.185993688596076,3.238501077992274,1.224394345578363,1.8277679007615266,2.0869112354222468,0.5945220828029094,0.12855919417504974,0.03901935776516003,0.22518029464587996,0.0,0.0,0.0,1.5029356840256696,6.185993688596076,1.814006311403924,0.0,0.0,0.7121237195928316,3.238501077992274,0.5122706259855314,0.03901935776516003,1.8277679007615266,0.17223209923847338,0.42228998356443603,0.12855919417504974,0.2729049240183228,0.22518029464587996,45.28787628040717,97.60999999999999,1.9653774329566447,0.7121237195928316,0.5122706259855314,6.573594946481283,4.254995365738905,-0.0,100.23396774517681,,,True,0.8634226056887832,0.7256502271794755,0.17223209923847338,2.0,0.5508491777394857,N/A,Mg-hastingsite
66,"Freise et al., 2009",Calib data,950,5.0,1223.15,59.68,0.64,21.22,2.15,0.01,1.15,10.05,4.28,0.82,,,1.32,,42.93,3.18,12.37,10.58,0.26,13.8,11.1,2.21,1.14,,0.7144997004194128,0.3423977768955935,0.14725941597305348,0.19793505590327928,0.24264179441158873,0.0713144774843092,0.02420510642815436,0.003665224072063944,0.03980074595108764,0.0,0.0,0.0,6.232782920347624,2.986832625048178,1.2845855249462557,1.726643461218857,2.1166329826077,0.6220963521423486,0.21114798766470977,0.03197278596785601,0.34719316108238624,0.0,0.0,0.0,1.4902646577228,6.232782920347624,1.7672170796523758,0.0,0.0,0.43688359228750784,2.986832625048178,0.8477019326587478,0.03197278596785601,1.726643461218857,0.27335653878114297,0.34873981336120563,0.21114798766470977,0.3494159029553243,0.34719316108238624,45.56311640771249,97.57,1.9488076293298155,0.43688359228750784,0.8477019326587478,3.9988602706644767,6.981774489405666,-0.0,99.91944238939996,,,True,0.7789296406378774,0.6992601801469777,0.27335653878114297,2.0,0.5598878010259154,N/A,Mg-hastingsite
67,"Freise et al., 2009",Calib data,900,5.0,1173.15,63.39,0.59,19.43,2.79,0.22,1.4,6.6,3.74,1.83,,,9.19,,41.41,2.02,14.57,10.81,0.17,13.75,12.35,2.26,0.69,,0.6892017841688302,0.3411572052401747,0.1504607076246416,0.2202250396761711,0.28579554927864576,0.07292792720114877,0.014650459153882902,0.0023964926625033483,0.025282234849433028,0.0,0.0,0.0,5.995890601944366,2.96798604947326,1.3089721523232352,1.915905147140067,2.486352890197377,0.6344555155961922,0.12745548890427416,0.02084891270277462,0.2199493933589872,0.0,0.0,0.0,1.4942939738242287,5.995890601944366,2.0041093980556344,0.0,0.0,0.4882458204153153,2.96798604947326,0.8207263319079199,0.02084891270277462,1.915905147140067,0.08409485285993301,0.5503606627362592,0.12745548890427416,0.48224349214174245,0.2199493933589872,45.511754179584685,98.03,1.9540767350009143,0.4882458204153153,0.8207263319079199,4.4810694180535915,6.777876543957037,-0.0,100.43302269701154,,,True,0.7833759205525327,0.693947873567384,0.08409485285993301,2.0,0.6778161516405333,N/A,Mg-hastingsite
