,Data Source,Unnamed: 1,T (C),P (kbar),T_K,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,Cr2O3_Liq,P2O5_Liq,H2O_Liq,Unnamed: 17,SiO2_Amp,TiO2_Amp,Al2O3_Amp,FeOt_Amp,MnO_Amp,MgO_Amp,CaO_Amp,Na2O_Amp,K2O_Amp,Cr2O3_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
91,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,800,2.0,1073.15,70.32,0.23,13.34,1.8,0.04,0.32,2.05,3.06,3.14,,,5.69,,45.47,1.77,11.58,15.24,0.27,11.77,10.46,1.62,0.57,,0.7567738499434125,0.2920305676855895,0.2121203685660997,0.1865225842115587,0.227145673345691,0.052275770825602225,0.01210255321407718,0.0038061942286817885,0.022153245387869534,0.0,0.0,0.0,6.4979298326538215,2.507478473196339,1.8213410401565122,1.6015493459540122,1.9503536588923773,0.4488583885371499,0.10391683273267555,0.032681339384646485,0.19021565571630408,0.0,0.0,0.0,1.514029899157344,6.4979298326538215,1.5020701673461785,0.0,0.0,0.9174814511895306,2.507478473196339,0.9038595889669816,0.032681339384646485,1.6015493459540122,0.3984506540459878,0.05040773449116209,0.10391683273267555,0.44828349154619884,0.19021565571630408,45.08251854881047,98.75,1.979885252744219,0.9174814511895306,0.9038595889669816,8.531764064994878,7.563009800005987,-0.0,101.58465911774509,,,True,0.7350425045843174,0.5792522569863838,0.3984506540459878,2.0,0.15432456722383764,N/A,Tschermakitic pargasite
92,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,800,2.0,1073.15,74.17,0.19,11.71,1.36,0.02,0.23,1.45,2.72,4.12,,,4.03,,46.05,1.87,11.03,16.31,0.25,10.65,9.76,1.6,0.68,,0.7664270021969242,0.264241762604208,0.2270133340756618,0.17404019329873927,0.21635723462892673,0.05163039093886639,0.014438133658899094,0.0035242539154461,0.023404841172494934,0.0,0.0,0.0,6.6380816803024985,2.2886177006889312,1.9661794923619527,1.5073751517901612,1.8738862167882941,0.4471746836368451,0.12504975720345463,0.03052382716918712,0.20271108268913726,0.0,0.0,0.0,1.5009684285936615,6.6380816803024985,1.3619183196975015,0.0,0.0,0.8575535128078116,2.2886177006889312,1.108625979554141,0.03052382716918712,1.5073751517901612,0.4471746836368451,0.0,0.12504975720345463,0.5119678970907926,0.20271108268913726,45.14244648719219,98.2,1.962804868160942,0.8575535128078116,1.108625979554141,7.905691811436739,9.196357604567769,-0.0,100.95485428416545,,Low B Cations,False,0.6736689846532237,0.5378911371914035,0.4471746836368451,1.9545498354270063,0.12504975720345463,N/A,Mg-Hornblende
93,"Koester, E., Pawley, A.R., Fernandes, L.A.D., Porcher, C.C., Soliani Jr., E. (2002)",Calib data,800,15.0,1073.15,68.8,0.52,16.97,2.48,,2.14,1.27,3.92,3.48,,0.42,0.0,,41.01,0.66,19.97,20.3,0.8,5.97,6.9,1.99,0.38,,0.682544437787098,0.14812425565700674,0.28254878490103835,0.12304071042636282,0.3917184021341493,0.06421529873021507,0.008068368809384788,0.011277612529427522,0.008260532178527624,0.0,0.0,0.0,5.820419072173049,1.2631342297252777,2.4094436133553248,1.049233512093622,3.340390943767284,0.5475979713004684,0.0688032677428656,0.0961701940868098,0.0704419468922529,0.0,0.0,0.0,1.5244740251872477,5.820419072173049,2.179580927826951,0.0,0.0,2.163018754871537,1.2631342297252777,0.2464248584837878,0.0961701940868098,1.049233512093622,0.5475979713004684,0.0,0.0688032677428656,1.1608100159403332,0.0704419468922529,43.83698124512846,97.97999999999999,1.9935429560140934,2.163018754871537,0.2464248584837878,20.25290878006211,2.0761741837380683,-0.0,102.00262591981428,,Low B Cations,False,0.8367570634309219,0.3439366798188124,0.5475979713004684,1.5968314833940904,0.0688032677428656,N/A,low-Ca
94,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,1000,3.027,1273.15,53.0,0.51,16.7,4.84,,3.4,5.16,3.8,1.29,,,6.4,,42.9,1.51,12.2,9.05,,16.2,10.97,2.42,0.41,,0.7140003994407829,0.4019452163556967,0.12596386716031513,0.19561689759089856,0.2393071860809525,0.07809096629503541,0.008705345294336218,0.0,0.0188990963478435,0.0,0.0,0.0,6.187525927603545,3.4832563814039688,1.0916026021919614,1.6952156142616248,2.0738355604527166,0.6767361461430393,0.07544050361825355,0.0,0.16377952834780965,0.0,0.0,0.0,1.5001157653855905,6.187525927603545,1.812474072396455,0.0,0.0,1.0809456493600251,3.4832563814039688,0.01065695283193624,0.0,1.6952156142616248,0.3047843857383752,0.37195176040466416,0.07544050361825355,0.2613614880562616,0.16377952834780965,44.919054350639975,95.66,1.9616898470426953,1.0809456493600251,0.01065695283193624,9.959458486356153,0.08835213743111137,-0.0,98.61950047082996,,,True,0.9969498519818705,0.7613909836114905,0.3047843857383752,2.0,0.4473922640229177,N/A,Tschermakitic pargasite
95,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,900,2.851,1173.15,58.7,0.51,15.5,3.01,,1.6,4.48,3.5,1.63,,,6.6,,44.9,1.55,10.9,8.7,,16.6,11.18,2.1,0.4,,0.747287131349444,0.41186978959904724,0.12109233638615927,0.19936161486474438,0.2138072400231461,0.06776488810726214,0.008493019799352408,0.0,0.01939973466169366,0.0,0.0,0.0,6.418905616173554,3.537801194054392,1.0401360407492761,1.712438680690107,1.8365209786027725,0.582074014931317,0.07295173461624059,0.0,0.16663617042000442,0.0,0.0,0.0,1.5134562320194904,6.418905616173554,1.5810943838264464,0.0,0.0,0.9124923372823446,3.537801194054392,0.12764370346693155,0.0,1.712438680690107,0.2875613193098929,0.2945126956214241,0.07295173461624059,0.2554265947763261,0.16663617042000442,45.087507662717655,96.33000000000001,1.979135072640872,0.9124923372823446,0.12764370346693155,8.482154615596517,1.0676490157598428,-0.0,99.15893870399724,,,True,0.9651764773347846,0.772793730582048,0.2875613193098929,2.0,0.36746443023766473,N/A,Tschermakitic pargasite
96,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,950,2.806,1223.15,56.8,0.32,17.7,3.01,,2.4,5.32,3.3,1.41,,,6.0,,43.4,1.59,12.3,9.39,,16.2,10.99,2.4,0.37,,0.7223220824179482,0.4019452163556967,0.13069621134092366,0.19597353733126482,0.2412687203930915,0.07744558640829959,0.007856043314400978,0.0,0.01990037297554382,0.0,0.0,0.0,6.1935130541088945,3.4464583115087297,1.1206478533134654,1.6803648832914675,2.068746070036569,0.6640531448204875,0.06736123400590412,0.0,0.17063471103234254,0.0,0.0,0.0,1.5161326034832037,6.1935130541088945,1.8064869458911055,0.0,0.0,1.1108142542716308,3.4464583115087297,0.009833599041834562,0.0,1.6803648832914675,0.3196351167085325,0.344418028111955,0.06736123400590412,0.2622591241454635,0.17063471103234254,44.88918574572837,96.64000000000001,1.9826349430164971,1.1108142542716308,0.009833599041834562,10.343933591648302,0.08239653047994382,-0.0,99.65896506514474,,,True,0.9971548702203605,0.7546262747415039,0.3196351167085325,2.0,0.4117792621178591,N/A,Tschermakitic pargasite
97,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,1000,2.496,1273.15,52.2,0.49,16.7,4.95,,3.4,6.57,3.9,1.19,,,5.8,,42.8,1.74,11.9,8.88,,16.4,11.12,2.44,0.4,,0.7123360628453498,0.40690750297737194,0.12359769507001087,0.19829169564364554,0.23342258314453568,0.07873634618177125,0.008493019799352408,0.0,0.021777766652481916,0.0,0.0,0.0,6.181649929420688,3.531141926204727,1.0725803772368705,1.7207746600446483,2.0256403822332936,0.6832737442398132,0.07370239691856428,0.0,0.18898738490442255,0.0,0.0,0.0,1.49804161068975,6.181649929420688,1.8183500705793119,0.0,0.0,1.034559527868808,3.531141926204727,0.03802084936806249,0.0,1.7207746600446483,0.2792253399553517,0.40404840428446154,0.07370239691856428,0.2072903116539817,0.18898738490442255,44.96544047213119,95.68,1.9589774909019808,1.034559527868808,0.03802084936806249,9.518893198147861,0.31477840687163094,-0.0,98.59264909592149,,,True,0.9893474039266924,0.7670188802580374,0.2792253399553517,2.0,0.4777508012030258,N/A,Tschermakitic pargasite
98,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,935,2.482,1208.15,59.9,0.34,15.5,1.75,,1.4,4.33,3.7,1.73,,,6.1,,45.4,1.49,10.2,7.62,,17.1,11.24,2.1,0.4,,0.7556088143266093,0.42427550615323545,0.10606018428304985,0.2004315340858432,0.2000764998381734,0.06776488810726214,0.008493019799352408,0.0,0.018648777190918422,0.0,0.0,0.0,6.52828594360905,3.6656425527621606,0.9163355391091772,1.731682243271218,1.7286148292275796,0.5854730094634107,0.07337773292694785,0.0,0.16112113529203237,0.0,0.0,0.0,1.5046697817919865,6.52828594360905,1.47171405639095,0.0,0.0,0.7703557840374486,3.6656425527621606,0.14597975507172856,0.0,1.731682243271218,0.268317756728782,0.31715525273462875,0.07337773292694785,0.2569007728366295,0.16112113529203237,45.22964421596255,95.55,1.9676450992664438,0.7703557840374486,0.14597975507172856,7.119338446719439,1.2139283986823939,-0.0,98.23091194466828,,Recalc Total<98.5,False,0.961701411293637,0.800013112080391,0.268317756728782,2.0,0.39053298566157657,N/A,Mg-Hornblende
99,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,975,2.22,1248.15,56.2,0.33,17.4,2.93,,2.2,5.0,3.1,1.44,,,5.3,,42.9,1.57,11.9,7.72,,17.3,11.5,2.3,0.31,,0.7140003994407829,0.4292377927749107,0.10745205021852294,0.20506785071060468,0.23342258314453568,0.07421868697462043,0.006582090344498116,0.0,0.01965005381861874,0.0,0.0,0.0,6.172519165022823,3.710752128892852,0.9289208238739028,1.7728074656997825,2.017933560173416,0.6416190636762651,0.0569020393113882,0.0,0.16987432203700548,0.0,0.0,0.0,1.503762879397371,6.172519165022823,1.8274808349771767,0.0,0.0,1.053143431319711,3.710752128892852,-0.12422260744580815,0.0,1.7728074656997825,0.22719253430021746,0.4144265293760476,0.0569020393113882,0.19045272519623913,0.16987432203700548,44.94685656868029,95.5,1.9664591499811774,1.053143431319711,-0.12422260744580815,9.726889357321644,-1.0323791918909755,-0.0,98.44096931541183,,unbalanced charge (Fe2<0),False,1.0346358803693014,0.7997874347328805,0.22719253430021746,2.0,0.47132856868743583,N/A,Tschermakitic pargasite
100,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,975,1.7999999999999998,1248.15,60.9,0.67,16.5,3.68,,1.9,4.66,5.2,1.78,,,5.1,,46.4,1.39,10.6,8.1,,17.4,11.42,2.0,0.38,,0.77225218028094,0.43171893608574824,0.1127411407733207,0.2036412917491396,0.20792263708672923,0.06453798867358299,0.008068368809384788,0.0,0.017397181406293025,0.0,0.0,0.0,6.510421217749911,3.6395780981473815,0.9504567727305544,1.7167845173726601,1.7528781176733002,0.5440832690929318,0.06801985262138179,0.0,0.14666579369885369,0.0,0.0,0.0,1.5420320756330312,6.510421217749911,1.4895787822500894,0.0,0.0,0.8872757029695393,3.6395780981473815,0.06318106976101512,0.0,1.7167845173726601,0.28321548262733987,0.26086778646559194,0.06801985262138179,0.2632993354232107,0.14666579369885369,45.11272429703046,97.68999999999998,2.016503483520118,0.8872757029695393,0.06318106976101512,8.403478418419319,0.5384428621556085,-0.0,100.54842476409503,,,True,0.982936759617368,0.7929303808211025,0.28321548262733987,2.0,0.3288876390869737,N/A,Mg-Hornblende
101,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,950,1.4549999999999998,1223.15,63.1,0.63,15.5,2.65,,1.1,3.35,3.9,2.27,,,4.5,,44.6,1.68,12.2,9.96,,15.6,11.17,2.1,0.37,,0.7422941215631449,0.3870583564906709,0.1386298471731203,0.19918329499456125,0.2393071860809525,0.06776488810726214,0.007856043314400978,0.0,0.021026809181706678,0.0,0.0,0.0,6.314022464426454,3.2923541853997875,1.1791983041005767,1.6942715328066307,2.0355690620746483,0.5764144068763187,0.06682423116079522,0.0,0.17885598399853492,0.0,0.0,0.0,1.528316320489595,6.314022464426454,1.6859775355735458,0.0,0.0,0.9468923374249982,3.2923541853997875,0.23230596667557846,0.0,1.6942715328066307,0.3057284671933693,0.2706859396829494,0.06682423116079522,0.3495915265011025,0.17885598399853492,45.053107662575,97.67999999999999,1.998567496024855,0.9468923374249982,0.23230596667557846,8.888345862395356,1.9621529475091704,-0.0,100.56906630592938,,,True,0.934091243793024,0.7362888377427195,0.3057284671933693,2.0,0.33751017084374463,N/A,Tschermakitic pargasite
102,"Moore, G., and Carmichael, I.S.E. (1998)",Calib data,950,1.01,1223.15,68.2,0.47,14.0,2.14,,0.7,2.45,3.1,2.74,,,3.7,,44.9,1.67,12.0,9.31,,16.0,11.26,2.1,0.39,,0.747287131349444,0.39698292973402144,0.12958271859254517,0.20078817382620945,0.23538411745667462,0.06776488810726214,0.008280694304368598,0.0,0.020901649603244137,0.0,0.0,0.0,6.348923584904195,3.3727521586533324,1.1009299421262213,1.705888832948405,1.9998146791768017,0.5757279608919235,0.0703524698377328,0.0,0.17757963513944947,0.0,0.0,0.0,1.5301385467359294,6.348923584904195,1.6510764150958046,0.0,0.0,0.8893207841094437,3.3727521586533324,0.2116091580167776,0.0,1.705888832948405,0.294111167051595,0.28161679384032845,0.0703524698377328,0.34873826408099706,0.17757963513944947,45.110679215890556,97.63,2.0009504072700617,0.8893207841094437,0.2116091580167776,8.357883064958525,1.7894701431513345,-0.0,100.46830361537992,,,True,0.9409632179008773,0.75390966158852,0.294111167051595,2.0,0.35196926367806125,N/A,Tschermakitic pargasite
103,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,1040,9.3,1313.15,52.25,1.24,17.8,8.29,0.26,2.53,5.63,3.79,2.42,,1.1,4.6899999999999835,,38.99,5.24,13.83,12.79,0.1,11.47,9.52,2.45,0.93,,0.6489248385593502,0.28458713775307665,0.17801965314700885,0.16976051641434403,0.2712801953688175,0.07905903612513916,0.01974627103349435,0.0014097015661784403,0.06558361911437083,0.0,0.0,0.0,5.818728763244229,2.5518138090837215,1.5962527778854982,1.5221953931002055,2.4324941532449644,0.7089004152113965,0.1770593270624228,0.012640402344473852,0.5880700941971131,0.0,0.0,0.0,1.4498051455088026,5.818728763244229,2.181271236755771,0.0,0.0,0.8235576033981218,2.5518138090837215,0.7726951744873765,0.012640402344473852,1.5221953931002055,0.47780460689979454,0.23109580831160192,0.1770593270624228,0.25122291648919326,0.5880700941971131,45.17644239660188,95.32,1.8958990364345878,0.8235576033981218,0.7726951744873765,7.333490106421194,6.191232001979609,-0.0,97.9506211448354,,Recalc Total<98.5,False,0.7675761508523979,0.6151814961457023,0.47780460689979454,2.0,0.4081551353740247,N/A,kaersutite
104,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,1000,9.3,1273.15,56.17,0.84,17.91,6.82,0.1,1.97,5.38,3.39,2.45,,1.01,3.9599999999999937,,41.86,4.16,13.95,12.56,0.15,11.71,10.38,2.46,0.89,,0.6966912988482791,0.29054188169908696,0.17481836149542077,0.18509602525009364,0.27363403654338425,0.07938172606850707,0.018896969053559108,0.00211455234926766,0.05206638464041653,0.0,0.0,0.0,6.079059291782907,2.535156285882596,1.5253975276852647,1.6150764535581006,2.3876249569170755,0.6926542935906732,0.16488765612758063,0.018450767403047918,0.45431117032910656,0.0,0.0,0.0,1.4898665155758555,6.079059291782907,1.9209407082170928,0.0,0.0,0.45793926202444624,2.535156285882596,1.0674582656608185,0.018450767403047918,1.6150764535581006,0.3849235464418994,0.3077307471487738,0.16488765612758063,0.4666842486999827,0.45431117032910656,45.542060737975554,98.12,1.948286981906888,0.45793926202444624,1.0674582656608185,4.190466103772586,8.78936511523323,-0.0,100.4881182009127,,,True,0.70369900793203,0.62433756632203,0.3849235464418994,2.0,0.4726184032763544,N/A,Tschermakitic pargasite
105,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,1020,9.3,1293.15,52.54,1.45,17.0,9.18,0.17,2.11,4.73,4.79,3.06,,1.26,3.3,,39.62,6.15,13.53,14.58,0.16,11.74,9.45,2.5,0.83,,0.6594101591105784,0.2912862246923382,0.2029340533919773,0.1685122773230621,0.26539559243240063,0.08067248584197874,0.017623016083656247,0.0022555225058855043,0.07697314075446195,0.0,0.0,0.0,5.7215452814072245,2.5274213649897592,1.7608105662002727,1.462140993516708,2.302774500223069,0.6999759926828217,0.1529107235072161,0.019570632894196763,0.6678776542854764,0.0,0.0,0.0,1.4982546928876421,5.7215452814072245,2.2784547185927755,0.0,0.0,1.1412109251680675,2.5274213649897592,0.6195996410322051,0.019570632894196763,1.462140993516708,0.537859006483292,0.16211698619952974,0.1529107235072161,0.02431978163029358,0.6678776542854764,44.85878907483193,98.55999999999999,1.9592561368530705,1.1412109251680675,0.6195996410322051,10.501677079398178,5.1304569268594795,-0.0,101.57139014311072,,Low Ca (<1.5),False,0.8031155051565994,0.5893854170076039,0.537859006483292,2.0,0.3150277097067459,N/A,low-Ca
106,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,1000,9.3,1273.15,52.84,1.26,16.68,9.08,0.15,1.82,4.25,4.56,3.14,,1.12,5.099999999999994,,39.8,5.25,13.2,13.67,0.17,9.94,9.95,2.39,1.08,,0.6624059649823579,0.2466256450972608,0.19026807337917212,0.17742827083221882,0.25892252920234204,0.07712289646493167,0.022931153458251502,0.0023964926625033483,0.06570877869283337,0.0,0.0,0.0,6.037377559690366,2.247824165342501,1.7341634243519046,1.6171374012394835,2.359901857988442,0.7029224811828241,0.20900178836757755,0.021842392411043094,0.5988906002157428,0.0,0.0,0.0,1.4263274840164697,6.037377559690366,1.9626224403096337,0.0,0.0,0.2213627501699733,2.247824165342501,1.5128006741819313,0.021842392411043094,1.6171374012394835,0.38286259876051654,0.32005988242230754,0.20900178836757755,0.39727941767880814,0.5988906002157428,45.77863724983003,95.45,1.8651974790984602,0.2213627501699733,1.5128006741819313,1.9392369833254877,11.925049811147742,-0.0,97.50948427357169,,Recalc Total<98.5,False,0.5977262453084154,0.5644980338863911,0.38286259876051654,2.0,0.5290616707898851,N/A,kaersutite
107,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,950,9.3,1223.15,59.91,0.81,17.29,5.52,0.08,0.97,2.8,4.17,4.03,,0.49,3.930000000000021,,37.96,5.56,14.55,16.89,0.18,9.09,9.12,2.64,0.74,,0.6317821716263897,0.2255359269551409,0.23508615650140577,0.16262772160701866,0.285403242416218,0.08519014504912954,0.015712086628801955,0.002537462819121192,0.0695887256251721,0.0,0.0,0.0,5.664513012399525,2.0221387218195774,2.107765385511206,1.4581083268753727,2.5589047191469594,0.7638086461299576,0.14087342625019345,0.022750707131210208,0.6239274539915213,0.0,0.0,0.0,1.4499336859434477,5.664513012399525,2.3354869876004747,0.0,0.0,1.043315621940053,2.0221387218195774,1.0644497635711532,0.022750707131210208,1.4581083268753727,0.5418916731246273,0.2219169730053303,0.14087342625019345,0.2234177315464847,0.6239274539915213,44.95668437805995,96.73000000000002,1.896067127772201,1.043315621940053,1.0644497635711532,9.291181471758575,8.529676324652401,-0.0,99.55692492418319,,Low Ca (<1.5),False,0.6551371300031256,0.48963333512518636,0.5418916731246273,2.0,0.36279039925552375,N/A,low-Ca
108,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,960,9.3,1233.15,60.67,0.5,16.85,5.13,0.11,0.52,2.13,4.96,3.89,,0.25,4.990000000000009,,39.45,5.31,13.12,18.43,0.3,7.77,10.44,2.83,1.06,,0.6565807868983423,0.19278483525208415,0.25652089190769145,0.18616594447119242,0.2573533017526309,0.09132125397311994,0.02250650246828388,0.00422910469853532,0.0664597361636086,0.0,0.0,0.0,5.952562695471381,1.7477876926542295,2.325618906687849,1.687780815916553,2.333165535966687,0.8279186667523148,0.20404399530348097,0.03834107145087959,0.6025240977689743,0.0,0.0,0.0,1.4339286566728926,5.952562695471381,2.0474373045286187,0.0,0.0,0.1491365836636973,1.7477876926542295,2.176482323024152,0.03834107145087959,1.687780815916553,0.31221918408344695,0.5156994826688679,0.20404399530348097,0.28572823143806847,0.6025240977689743,45.8508634163363,98.71,1.8751374741107059,0.1491365836636973,2.176482323024152,1.3134659747875164,17.24812655159547,-0.0,100.7167300004937,,Low Mg# (<54),False,0.4453790604803968,0.42907273065657764,0.31221918408344695,2.0,0.7197434779723488,N/A,low-Mg
109,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,940,9.3,1213.15,62.21,0.41,16.32,3.47,0.05,0.29,1.56,5.3,4.58,,0.12,5.689999999999998,,38.62,4.72,13.07,19.45,0.3,6.68,9.64,2.76,0.94,,0.6427667931562479,0.16574037316395393,0.270717924449517,0.17190035485654168,0.25637253459656145,0.08906242436954452,0.019958596528478156,0.00422910469853532,0.059075321034318756,0.0,0.0,0.0,5.973233297117433,1.5402256715818567,2.5157822987524665,1.5974703957144156,2.3824705576324257,0.8276573158888232,0.18547528375296451,0.039301079755914285,0.5489870951599028,0.0,0.0,0.0,1.3989020510991343,5.973233297117433,2.0267667028825667,0.0,0.0,0.3650152667422759,1.5402256715818567,2.1507670320101906,0.039301079755914285,1.5974703957144156,0.4025296042855844,0.4251277116032388,0.18547528375296451,0.355703854749859,0.5489870951599028,45.634984733257724,96.18,1.8293334514373296,0.3650152667422759,2.1507670320101906,3.136212118672167,16.627996306891173,-0.0,98.32354187700068,,Low Mg# (<54),False,0.417293068632436,0.3797393108808169,0.4025296042855844,2.0,0.6106029953562033,N/A,low-Mg
110,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,980,9.3,1253.15,58.58,0.62,17.25,5.47,0.11,0.66,2.67,5.06,3.65,,0.34,5.590000000000003,,38.49,6.44,12.88,17.56,0.29,7.74,10.34,2.4,1.03,,0.640603155582185,0.19204049225883288,0.2444116582690755,0.18438274576936106,0.25264561940349745,0.07744558640829959,0.02186952598333245,0.0040881345419174755,0.0806027685298756,0.0,0.0,0.0,5.887930666919624,1.7650882512957886,2.2464436610015186,1.6947041453138554,2.3221238880674115,0.7118201639462575,0.20100783392369484,0.03757498309226049,0.740838549623399,0.0,0.0,0.0,1.4143918285853836,5.887930666919624,2.1120693330803757,0.0,0.0,0.11810139034886902,1.7650882512957886,2.1283422706526496,0.03757498309226049,1.6947041453138554,0.3052958546861446,0.40652430926011285,0.20100783392369484,0.21005455498703585,0.740838549623399,45.88189860965113,97.17000000000002,1.8495893143039632,0.11810139034886902,2.1283422706526496,1.0259633371320305,16.636825094468843,-0.0,99.12237774590486,,Low Mg# (<54),False,0.4533503914723675,0.4400035422589883,0.3052958546861446,2.0,0.6075321431838077,N/A,low-Mg
111,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,1000,4.3,1273.15,57.77,0.9,16.78,5.26,0.08,0.96,2.83,4.1,5.68,,0.33,5.3100000000000165,,41.68,5.04,10.92,15.79,0.21,10.99,9.75,1.8,0.92,,0.6936954929764996,0.27267764986105597,0.21977563121120172,0.17386187342855614,0.2141995468855739,0.05808418980622469,0.01953394553851054,0.002960373288974724,0.06308042754512003,0.0,0.0,0.0,6.149828360577974,2.417372984817824,1.9483799786376326,1.54134009930835,1.8989462402410044,0.5149345806454819,0.17317456071577414,0.026244638742450373,0.5592277969831141,0.0,0.0,0.0,1.466389121768426,6.149828360577974,1.850171639422026,0.0,0.0,0.9121521046588654,2.417372984817824,1.0362278739787671,0.026244638742450373,1.54134009930835,0.4586599006916501,0.05627467995383184,0.17317456071577414,0.04877460081897844,0.5592277969831141,45.087847895341135,97.1,1.9175857746202494,0.9121521046588654,1.0362278739787671,8.215303026183676,8.397765481846912,-0.0,99.84065428265085,,,True,0.6999572572668861,0.5537127283776712,0.4586599006916501,2.0,0.22944924066960598,N/A,kaersutite
112,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,940,4.3,1213.15,61.86,0.45,16.6,3.99,0.01,0.31,1.56,4.95,5.47,,0.13,4.670000000000002,,39.74,5.83,11.24,19.09,0.3,7.23,10.29,2.57,0.96,,0.6614073630250982,0.17938666137356093,0.2657072070818139,0.18349114641844538,0.22047645668441856,0.08293131544555414,0.02038324751844578,0.00422910469853532,0.07296803424366068,0.0,0.0,0.0,6.123379762504844,1.6607808036701428,2.459945603198135,1.6987805630686414,2.041194501971267,0.7677869450297328,0.1887102749774524,0.03915350141565123,0.6755458272399627,0.0,0.0,0.0,1.4041748271070873,6.123379762504844,1.876620237495156,0.0,0.0,0.0068959723946449,1.6607808036701428,2.45304963080349,0.03915350141565123,1.6987805630686414,0.30121943693135855,0.4665675080983742,0.1887102749774524,0.16457426447611123,0.6755458272399627,45.993104027605355,97.24999999999999,1.8362286200631142,0.0068959723946449,2.45304963080349,0.05947354006102382,19.03648494956855,-0.0,99.09218710969266,,Low Mg# (<54),False,0.40370667438135205,0.4030310774580942,0.30121943693135855,2.0,0.6552777830758266,N/A,low-Mg
113,"Nekvasil, H., Dondolini, A., Horn, J., Filiberto, J., Long, H., and Lindsley, D.H. (2004)",Calib data,920,4.3,1193.15,64.95,0.43,15.83,4.1,0.08,0.29,1.12,3.64,5.11,,0.1,4.349999999999994,,38.85,4.56,10.6,22.07,0.35,6.67,10.53,2.68,0.83,,0.646594767325744,0.16549225883287016,0.3071848119589121,0.18777082330284062,0.20792263708672923,0.0864809048226012,0.017623016083656247,0.00493395548162454,0.05707276777891812,0.0,0.0,0.0,6.050766429314789,1.5486593066611352,2.8746034482830525,1.7571397905749666,1.9457183632684385,0.8092792922553067,0.1649143474254903,0.04617144106411764,0.5340810114084682,0.0,0.0,0.0,1.389201198464798,6.050766429314789,1.9457183632684385,0.003515207416772137,0.0,0.3961135344543081,1.5486593066611352,2.4784899138287444,0.04617144106411764,1.7571397905749666,0.2428602094250334,0.5664190828302733,0.1649143474254903,0.0,0.5305658039916961,45.60388646554569,97.14000000000001,1.8166477210693512,0.3961135344543081,2.4784899138287444,3.3798071744276754,19.028806366621406,-0.0,99.29526126211846,,Low Mg# (<54),False,0.3845547363334974,0.350116959461676,0.2428602094250334,2.0,0.7313334302557636,N/A,low-Mg
